图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Citizen Park-预测置信度,Group photo-预测置信度,airport-预测置信度,ancient temple-预测置信度,art gallery-预测置信度,backpacker-预测置信度,beach-预测置信度,botanical garden-预测置信度,bridge-预测置信度,cable car-预测置信度,camping-预测置信度,canyon-预测置信度,castle-预测置信度,cave-预测置信度,church-预测置信度,city walk-预测置信度,cliff-预测置信度,concert hall-预测置信度,couple-预测置信度,desert-预测置信度,dining-预测置信度,entertainment district-预测置信度,exhibition hall-预测置信度,family with kids-预测置信度,forest-预测置信度,fountain-预测置信度,glacier-预测置信度,harbor-预测置信度,hiking-预测置信度,island-预测置信度,lake-预测置信度,library-预测置信度,monument-预测置信度,mountain-预测置信度,museum-预测置信度,nightclub-预测置信度,ocean-预测置信度,opera house-预测置信度,picnic-预测置信度,railway-预测置信度,reef-预测置信度,river-预测置信度,selfie-预测置信度,senior traveler-预测置信度,shopping mall-预测置信度,skiing-预测置信度,solo traveler-预测置信度,souvenir shop-预测置信度,sunbathing-预测置信度,temple-预测置信度,theater-预测置信度,tour group-预测置信度,train-预测置信度,valley-预测置信度,volcano-预测置信度,waterfall-预测置信度,zoo-预测置信度
<DATA_ROOT>/tourism_pic/test/camping/6eea3c7f5077ced8f1ad0fedd118368b.jpg,10,camping,10,camping,5,backpacker,30,lake,True,0.00027642606,4.9301845e-05,1.6368754e-06,5.2472155e-06,3.732533e-06,0.006016999,8.9638226e-05,4.2073793e-06,1.8793726e-05,2.5381176e-05,0.97779524,0.00034365905,3.0228705e-06,3.6027992e-05,1.6501786e-05,9.048983e-07,5.5487406e-05,3.7307075e-06,0.00011430775,2.1019812e-05,9.2128364e-05,1.03158345e-05,1.1763248e-05,4.4436816e-05,9.819834e-05,1.257246e-06,1.4656102e-06,8.067798e-05,0.00032278424,0.000110083536,0.004809272,1.9499937e-05,1.5277908e-05,2.3877723e-05,4.7414273e-06,2.924487e-06,1.4670142e-06,4.580882e-06,0.002065178,3.872443e-06,3.5897028e-06,0.00052194763,9.583603e-06,7.2580166e-05,2.3914422e-06,4.170236e-06,0.0042592753,2.7285525e-05,0.00019370369,1.6166692e-05,2.0737076e-05,0.00023943042,3.7973005e-06,0.0019803955,3.0579342e-06,5.408279e-06,3.1502757e-05
<DATA_ROOT>/tourism_pic/test/canyon/1feeb7ded1b1fcd6d6cd9a0e0e7c0823.jpg,11,canyon,11,canyon,41,river,53,valley,True,9.924649e-05,2.540057e-05,2.7305502e-06,0.00014102919,2.668469e-05,1.9221012e-05,9.456823e-06,4.2831593e-06,0.0070300307,2.5485107e-05,0.0002060037,0.7536608,2.4742154e-05,0.00037615313,2.1975004e-05,9.789076e-06,0.0045195776,1.1888603e-05,7.3008737e-06,0.0012678099,4.493805e-06,3.385863e-05,3.9586726e-06,1.125081e-06,3.5068635e-05,0.00032454645,3.0125517e-05,4.4324697e-05,0.00011268559,6.655689e-05,0.001861984,7.0081846e-06,0.006039967,9.550688e-05,0.00010282102,1.4819207e-06,6.319763e-05,1.304973e-05,1.5830492e-05,5.4867643e-05,1.2424916e-05,0.17481567,2.6608657e-05,1.3716949e-05,3.7922518e-06,2.2641191e-07,0.00010549793,2.3468197e-05,8.632702e-06,0.000112179725,3.0910236e-05,7.139381e-05,0.00015772694,0.045001656,3.3712618e-06,0.0032001997,1.0557003e-05
<DATA_ROOT>/tourism_pic/test/canyon/4bf97de5d585150079d6352b9ec2f0e8.jpg,11,canyon,11,canyon,41,river,53,valley,True,0.00016511898,2.2165632e-05,1.2365371e-05,0.00029091985,0.00016378745,7.701349e-05,9.346731e-05,0.000105217376,0.017710377,4.5087363e-05,0.0005350386,0.6508521,3.738377e-05,0.007969182,7.417405e-05,7.683639e-05,0.004810441,0.00012813498,1.6000851e-05,0.0028952116,1.4019541e-05,0.00010803506,2.4411394e-05,4.0129366e-06,0.0010097551,0.0011442613,0.000372303,0.00015858635,0.001135205,0.00030177747,0.0070035704,2.4730522e-05,0.0041929167,0.00033208125,0.00031222755,8.575639e-06,0.000117136595,8.163046e-05,0.000112518064,5.7602985e-05,7.442084e-05,0.20233843,2.6068972e-05,2.8755176e-05,2.5564264e-05,1.3083927e-06,0.0002900301,5.1313298e-05,0.0001252747,0.00031106605,0.0001849707,0.000106099964,0.00016338807,0.08565652,2.5688145e-05,0.007955621,4.011649e-05
<DATA_ROOT>/tourism_pic/test/canyon/0d99e98bcdb64e0daa8a89de4b95174a.jpg,11,canyon,11,canyon,53,valley,16,cliff,True,2.8825267e-05,1.30238395e-05,1.2068233e-06,0.00016721146,0.00015934688,1.0541999e-05,9.034996e-06,1.2411693e-05,0.0005325557,1.2044244e-05,5.8873455e-05,0.96813,3.0190875e-05,0.0043851417,9.2791575e-05,1.3534903e-05,0.0048005995,3.6394926e-05,9.514216e-06,0.001824575,3.946051e-06,3.5265166e-06,2.877902e-06,7.9555946e-07,7.822767e-05,0.00010979914,4.757607e-05,5.011579e-06,0.00023274867,1.4126502e-05,4.5924648e-05,4.5308757e-06,0.0025673173,0.0003436176,0.00012798022,4.5778092e-06,2.7205537e-05,2.8566516e-05,1.5146378e-05,3.028077e-06,1.2697864e-05,0.00018171486,5.2083335e-05,7.113427e-06,4.632765e-06,3.2107567e-07,3.3514192e-05,1.3938748e-05,0.000116182,0.00011078195,1.8546125e-05,4.217145e-05,1.0631411e-05,0.014871997,1.4307205e-05,0.00050887815,6.252483e-06
<DATA_ROOT>/tourism_pic/test/canyon/2323a2bef90a088f0542327c62823f1a.jpg,11,canyon,11,canyon,53,valley,16,cliff,True,0.00014283066,1.7031445e-05,4.2927136e-06,0.00034826968,7.658174e-06,2.0120937e-05,2.1443802e-05,5.8320798e-06,0.00012246374,1.7656308e-05,0.0001657737,0.8306441,0.00026393126,0.00211473,8.060372e-05,3.6855715e-06,0.06135901,2.9874673e-05,4.8031657e-06,0.018242782,1.5077236e-06,2.4271683e-05,1.5378289e-06,2.7417457e-06,5.6132187e-05,5.3336556e-05,1.6396487e-05,1.368483e-06,0.00039563383,0.00014272364,8.818326e-05,3.081155e-06,0.013537349,0.0033692438,2.804882e-05,8.5192886e-07,1.1452215e-05,4.6768077e-05,7.4570894e-06,1.3608872e-05,1.01769165e-05,0.001134737,7.7558025e-06,4.6381138e-06,3.1295538e-06,6.0449815e-07,7.914208e-05,1.673805e-05,4.587341e-06,0.00030495282,3.4839806e-05,9.017836e-05,3.333635e-05,0.066382885,5.2109914e-05,0.0004181054,3.396765e-06
<DATA_ROOT>/tourism_pic/test/canyon/3db13e737a4fb829dfeb291b2da57f11.jpg,11,canyon,11,canyon,13,cave,55,waterfall,True,2.382431e-05,1.3942529e-05,8.9234686e-07,6.166958e-05,0.00010054909,5.4887178e-06,1.2033415e-06,8.161602e-06,0.00010208771,3.6502088e-06,3.2478063e-05,0.9775098,1.0699776e-05,0.012225654,1.4550974e-05,2.9803161e-06,0.0024580883,1.9066867e-05,5.478374e-06,0.00055122975,2.8923732e-06,2.3386658e-06,7.893253e-06,1.2233119e-06,6.095807e-05,0.00040392647,3.407192e-05,4.526513e-07,4.551811e-05,4.9108435e-06,2.5316771e-05,1.7306829e-06,0.00040404903,8.5802494e-05,0.00010167109,5.2620235e-06,9.277458e-06,1.2998965e-05,1.095248e-05,6.783834e-07,1.4457288e-05,0.00017591029,4.10909e-05,1.2945533e-05,4.1088647e-06,3.7536384e-07,0.00024396004,1.1211259e-05,1.5999432e-05,2.6688887e-05,1.4522554e-05,4.444749e-05,6.3456864e-06,0.0024676619,2.8041984e-05,0.0025072105,1.1604201e-05
<DATA_ROOT>/tourism_pic/test/canyon/0b26ebd8fa42ab7822c17e352b478207.jpg,11,canyon,11,canyon,16,cliff,53,valley,True,2.304534e-05,4.1366948e-06,4.7048775e-07,0.0001482724,1.8345912e-05,3.0065079e-05,6.0203597e-06,2.7892043e-05,0.00030435188,4.7276926e-06,0.00013886302,0.9578539,7.989756e-06,0.008832675,1.655696e-05,6.526462e-06,0.011482139,2.2141003e-05,7.559224e-07,0.0029235047,6.637428e-07,2.037585e-06,1.0252332e-05,4.9204806e-07,0.00010066041,0.00011086656,8.6082e-05,1.8360201e-06,0.0023310701,1.1076822e-05,8.6670814e-05,1.3550441e-06,0.00039148863,0.0001569792,1.5941636e-05,6.1818264e-07,6.198519e-06,7.475023e-06,7.5293974e-06,4.334508e-06,1.8014262e-05,0.0017171325,3.6919516e-06,2.539402e-06,1.4812089e-06,1.945738e-07,0.000106916035,2.6815014e-06,1.1112527e-06,6.132264e-05,1.9914887e-05,1.12114e-05,6.5369954e-06,0.00926635,2.3649004e-06,0.003585822,6.6835523e-06
<DATA_ROOT>/tourism_pic/test/canyon/626941fbf500864bcbceac1a4d678701.jpg,11,canyon,11,canyon,41,river,53,valley,True,0.00029156962,2.5589887e-05,5.575958e-06,0.00060138537,8.199884e-05,2.3501287e-05,1.4338319e-05,9.75444e-06,0.0069431555,3.9567738e-05,0.000283652,0.7482747,8.9028e-05,0.000768921,3.9709987e-05,8.082327e-06,0.006361271,1.8559938e-05,1.1655935e-05,0.006234141,4.1728313e-06,2.4457147e-05,7.997496e-06,1.3106114e-06,3.8675742e-05,0.0021479211,0.00020882463,0.00011278638,6.636809e-05,0.0004789297,0.026028706,1.1261574e-05,0.009314746,0.00031471584,0.00023868999,2.3237844e-06,0.00036018057,4.0591247e-05,3.0890445e-05,7.7357494e-05,4.7402697e-05,0.14732602,8.2195285e-05,1.9271456e-05,3.7302711e-06,2.1166078e-07,0.00013107726,2.3790355e-05,1.4225161e-05,0.00027688153,8.0037105e-05,6.190459e-05,0.00017276806,0.033060886,5.6089102e-05,0.008975075,3.1452182e-05
<DATA_ROOT>/tourism_pic/test/canyon/a369e57f5d44846eda099aaa79cdcdd0.jpg,11,canyon,11,canyon,53,valley,54,volcano,True,0.0006640959,0.00100306,2.3846163e-05,0.00013710328,0.0002979777,0.0002368564,3.582342e-05,4.6932935e-05,0.00083436456,0.000802083,0.00064087746,0.79633135,0.00021196528,0.0022454506,3.4214194e-05,9.135713e-05,0.03135068,0.00016176127,0.00019476924,0.013322349,5.9579466e-05,0.0005786616,0.00014369068,0.00015762607,0.0012857701,0.00025468605,0.0012847943,0.00022582489,0.000464338,0.00042709356,0.0026713952,4.9811704e-05,0.0042336537,0.017262643,0.0009075046,3.0851843e-05,0.0011763588,0.00024421635,4.8090293e-05,0.00020015698,0.00050130737,0.0038502153,0.00047699694,1.859532e-05,2.9514036e-05,3.1288804e-05,0.00020578127,0.000120817625,6.4158536e-05,0.0001543534,0.0002409427,0.001177068,0.00023235583,0.07498894,0.035161626,0.0019671314,0.00040522224
<DATA_ROOT>/tourism_pic/test/canyon/8a5f1fd368174a6541943406bbba2a03.jpg,11,canyon,11,canyon,41,river,53,valley,True,2.101352e-05,1.0229647e-06,1.1669012e-07,9.477463e-06,9.264201e-07,1.0232112e-05,9.69145e-06,1.2525943e-06,0.00041797012,2.2146692e-06,7.693598e-05,0.94178236,2.4743085e-06,0.00024364034,1.9319561e-06,2.5857216e-06,0.0010847587,8.3424936e-07,9.165591e-07,0.0001247366,3.4705917e-07,3.1559364e-06,2.1965995e-07,9.8952995e-08,9.544511e-06,4.773275e-05,1.4400514e-05,6.219904e-07,3.5263118e-05,1.2584753e-05,0.00057234557,2.4081572e-07,8.556464e-05,4.7706355e-05,2.9254943e-06,5.9383094e-08,8.309743e-06,3.9190041e-07,1.1881746e-05,4.2481333e-06,1.3899775e-06,0.04494016,2.2284423e-06,1.6014203e-06,2.3119345e-07,2.443612e-08,5.4263644e-05,1.0656807e-06,5.460984e-06,7.4505538e-06,2.1876676e-06,4.6046434e-06,2.1766493e-05,0.0078992685,3.17975e-07,0.002400879,4.3151103e-06
<DATA_ROOT>/tourism_pic/test/canyon/a2bdd08d89698a7e47f534efc034085a.jpg,11,canyon,11,canyon,16,cliff,53,valley,True,4.9559705e-05,2.0808302e-06,2.5508376e-07,2.14765e-05,4.682369e-06,2.0989302e-05,1.5795152e-06,2.8290199e-06,0.00013499915,2.3023502e-05,9.528626e-05,0.97648126,8.486707e-06,0.00020267323,2.7720457e-06,5.0223416e-06,0.011604641,3.026753e-06,1.4730776e-06,0.00014037208,4.71743e-07,2.9883167e-06,4.0256882e-07,2.8304703e-07,1.9377361e-05,2.3819724e-05,2.7857299e-05,2.1170724e-06,0.00013708585,2.500441e-05,0.0004986001,3.7504074e-07,0.00082060345,0.0003335448,2.4598708e-05,1.11043505e-07,6.2550025e-06,8.497576e-06,9.36484e-06,7.479621e-06,5.800544e-06,0.0016366781,1.5670619e-06,2.5485215e-06,3.7194263e-07,1.09498906e-07,2.7240909e-05,2.9376304e-06,9.244824e-06,1.8516124e-05,6.0453917e-06,1.7832921e-05,9.076835e-06,0.0066034542,2.5564475e-06,0.0008968187,3.7527955e-06
<DATA_ROOT>/tourism_pic/test/canyon/4e986a7b295619c7dbcb1fddc3d0363a.jpg,11,canyon,11,canyon,53,valley,16,cliff,True,0.000105034575,1.5125317e-05,4.1723306e-06,0.00016128349,1.3718734e-05,1.11556565e-05,6.823316e-06,5.251298e-06,0.00017047608,5.579148e-05,0.00016473232,0.9298107,6.2190404e-05,0.00043616368,2.5147932e-05,2.2699272e-05,0.02018903,1.54865e-05,3.92662e-06,0.0039794613,1.4506691e-06,1.5304397e-05,2.2391823e-06,1.1861681e-06,3.4442484e-05,9.7825905e-05,9.219106e-05,1.2901134e-05,7.685029e-05,0.00014461248,0.00059754367,2.7205754e-06,0.017509477,0.0026494064,7.283405e-05,8.5862536e-07,9.739072e-05,2.7581696e-05,5.1744764e-06,1.0758566e-05,1.5649888e-05,0.0007693216,8.3040305e-07,1.051896e-05,1.4123787e-06,1.2961333e-06,4.761751e-05,2.699109e-05,5.542045e-06,0.00026115356,2.0725083e-05,4.0884028e-05,5.5104687e-05,0.021276819,6.192999e-05,0.000683328,9.807349e-06
<DATA_ROOT>/tourism_pic/test/canyon/acbe655f371339eb6534a479d90239d1.jpg,11,canyon,11,canyon,13,cave,16,cliff,True,6.758362e-05,1.3781597e-05,8.974307e-06,0.00079383317,0.00019666257,0.00040063343,0.00014688667,9.643408e-06,0.0006149766,1.7931e-05,0.0003461016,0.90383184,2.3834613e-05,0.03792879,0.00016114232,1.7770652e-05,0.0248838,0.000110671564,1.3824404e-05,0.0041355453,4.935824e-06,1.9691754e-05,2.2974575e-05,5.4611673e-06,7.67238e-05,0.000114507224,0.000116209776,1.7013504e-05,0.0064980164,6.2678875e-05,0.00016994168,3.6521978e-06,0.0021194783,0.00025355694,0.00010016906,6.768008e-06,2.1448299e-05,8.517387e-05,4.322325e-05,3.024548e-05,4.8182523e-05,0.001534204,5.468938e-06,1.9371952e-05,2.0336647e-05,1.3326483e-05,0.0010829407,7.753117e-06,2.1219495e-05,0.00031642642,6.2644576e-05,8.603056e-05,4.344501e-05,0.011710325,3.846396e-06,0.0015230197,5.2610867e-06
<DATA_ROOT>/tourism_pic/test/canyon/c879385c6c3f5e4146075b147c89e69c.jpg,11,canyon,11,canyon,16,cliff,53,valley,True,2.5384077e-05,3.5628068e-06,1.5286592e-07,0.00011504727,8.98517e-06,3.7054768e-05,1.0129712e-06,1.8878808e-06,0.0001371099,1.0997717e-05,0.000116736686,0.97146726,9.805313e-06,0.0004118257,6.3905663e-06,3.5912055e-06,0.014544794,1.2711056e-06,4.2217157e-06,0.00015561856,8.293999e-07,2.1523686e-06,3.7831975e-07,2.3566317e-07,1.1445254e-05,2.236365e-05,6.141791e-05,1.7648698e-06,0.00013132747,1.2054142e-05,0.00024323243,2.7366673e-07,0.00036865714,0.00054316525,1.7935885e-05,7.6138394e-07,1.0329813e-05,3.0827937e-06,2.9856187e-06,4.615872e-06,2.7824435e-06,0.0014572528,2.6251705e-06,5.988811e-06,1.8919857e-07,8.065615e-08,0.00010630943,2.0605491e-06,3.903436e-06,5.287278e-05,8.584272e-06,7.677396e-06,6.5400814e-06,0.008964292,3.545138e-06,0.0008698036,3.80138e-06
<DATA_ROOT>/tourism_pic/test/canyon/334d3a215781d147e9757f8bc81049d4.jpg,11,canyon,11,canyon,16,cliff,53,valley,True,8.908696e-05,4.6596193e-05,7.64691e-07,0.0001937683,1.8269635e-05,6.721277e-05,3.4539962e-06,2.6150922e-06,0.00033461707,3.795476e-05,0.00012699033,0.9333743,4.309616e-05,0.00051865564,1.0914346e-05,7.9934025e-06,0.05070195,5.1368042e-06,4.3804557e-05,0.0005108036,1.8943836e-06,4.8560923e-06,1.0289347e-06,3.0547817e-06,2.2416578e-05,0.00011023162,3.5842364e-05,2.235796e-06,0.00016180037,3.923523e-05,0.00018225322,1.4963416e-06,0.0027237365,0.000970493,5.5300687e-05,5.930323e-07,7.804034e-05,9.830056e-06,1.32342475e-05,9.806853e-06,1.42153185e-05,0.0003210336,3.2656575e-05,8.9537534e-05,1.2181296e-06,1.0316523e-06,0.0010635022,1.915297e-05,1.3694866e-05,9.7812466e-05,2.93546e-05,0.00031648777,1.950603e-05,0.0047983113,2.3580922e-05,0.0025462746,4.7287565e-05
<DATA_ROOT>/tourism_pic/test/canyon/c77585d611c5e2d5f906dff3d6459c4d.jpg,11,canyon,11,canyon,46,solo traveler,5,backpacker,True,0.000117954456,2.582277e-05,2.6110916e-07,0.00036674808,1.6177517e-05,0.013971832,9.488216e-07,2.5236472e-05,0.0016332412,0.000101159836,6.122502e-05,0.9264218,4.6774694e-05,0.00076510815,6.4728547e-06,7.2889656e-05,0.012137202,2.7234264e-06,0.00011050698,0.00011275598,1.3448575e-06,3.0642408e-05,1.0459289e-06,8.164847e-06,1.119268e-05,2.8885179e-05,1.206982e-05,5.6265327e-07,0.007449426,5.5434953e-06,3.2730695e-05,1.1196229e-06,0.001125165,0.0001724108,5.8966518e-05,1.8488688e-06,3.6213396e-06,2.178494e-06,1.2096588e-05,1.9876095e-05,5.8838746e-06,0.0002373438,4.6233235e-05,0.0002813699,2.2141405e-06,7.1640457e-06,0.030072305,1.4162076e-05,3.2255552e-06,0.000117285024,1.6416157e-05,0.0018967913,1.8865425e-05,0.0008536668,1.8944926e-06,0.0014050446,4.4403674e-05
<DATA_ROOT>/tourism_pic/test/canyon/4b6390c07a267c8d2d29f1774326318b.jpg,11,canyon,18,couple,11,canyon,46,solo traveler,True,0.0024371976,0.0011345354,4.461748e-06,0.00016129529,7.560133e-05,0.0111524165,2.1952283e-05,0.00024617568,0.002515925,0.0002639619,0.0012128082,0.42620763,8.3506944e-05,0.0020795583,3.204638e-05,0.0007211533,0.017485978,8.822895e-06,0.44091696,0.000935398,2.096578e-05,3.9834013e-05,6.937591e-06,0.0005577447,8.775806e-05,0.00048147317,0.00023872663,9.366047e-06,0.0020195483,4.3452466e-05,0.0008394438,7.781249e-06,0.023106424,0.002396997,0.0006224513,8.975607e-06,0.00021565014,1.985678e-05,0.0004323007,3.7009606e-05,2.5740977e-05,0.00077313575,0.0011982922,0.0047319853,2.0567228e-05,1.42801155e-05,0.042351786,0.0005974535,0.00031598913,0.00013004964,0.00010014183,0.005810392,7.43281e-05,0.0027531548,5.512896e-05,0.0017696546,0.0003878853
<DATA_ROOT>/tourism_pic/test/canyon/f02d54971db205dc01e6b608642c8da0.jpg,11,canyon,11,canyon,53,valley,33,mountain,True,0.0002912186,3.8608225e-05,1.2978547e-06,0.00031631326,5.9057827e-05,4.924669e-05,2.244178e-06,6.497646e-06,0.00024562108,5.0013194e-05,5.3625277e-05,0.908035,0.0001060204,0.00046768403,3.9076072e-05,1.2032873e-05,0.004735972,1.1782651e-05,2.0704534e-05,0.0032476278,3.1443826e-06,2.9309553e-05,3.927492e-06,2.3245846e-06,7.200176e-05,0.00015040024,0.0018275976,6.957985e-06,4.0406972e-05,0.0001700803,0.000559721,2.7896688e-06,0.0037473484,0.023861397,9.027014e-05,4.3360465e-06,0.00042400035,2.6905298e-05,1.5169546e-05,2.9540673e-05,3.4128716e-05,0.0021234942,1.6795513e-05,2.7348471e-05,1.7895952e-06,1.3323534e-05,0.00053094595,1.9015482e-05,1.7922397e-05,0.00015654252,5.5581797e-05,0.00013222062,4.3504253e-05,0.045029655,0.000535149,0.0023321533,7.310034e-05
<DATA_ROOT>/tourism_pic/test/canyon/f88c2d4e72431a439599f684bef7ef4e.jpg,11,canyon,11,canyon,53,valley,51,tour group,True,1.7344278e-06,1.3996277e-05,5.9632674e-07,1.0568702e-05,1.787493e-05,4.3709824e-05,1.1370003e-06,1.5996778e-06,1.6827686e-06,6.999267e-05,0.00012198477,0.99700767,4.245114e-06,0.00015527013,2.6048692e-06,0.00011854828,0.00033841742,8.7288945e-06,3.5524806e-06,0.00017760566,1.947476e-07,7.761655e-06,2.8094476e-06,1.7923118e-07,2.6145208e-06,1.5713829e-06,1.3964438e-05,2.7125014e-07,0.00027637213,4.285216e-06,1.8934541e-05,1.7814815e-06,3.758985e-05,0.00019735646,5.285249e-05,1.2167072e-06,5.6916524e-06,1.1902099e-06,2.2317568e-06,6.012873e-06,5.6280174e-07,9.94571e-06,1.4618886e-05,7.2891476e-06,7.337348e-06,2.705113e-07,0.00018325046,2.06573e-05,2.3209516e-08,8.77849e-06,5.3563977e-06,0.00047552772,1.6577473e-05,0.000501972,1.7558119e-06,7.1009276e-06,2.592186e-06
<DATA_ROOT>/tourism_pic/test/canyon/c10ee3f9f30a2180fd32dcd574f70d6d.jpg,11,canyon,11,canyon,53,valley,16,cliff,True,7.1113835e-05,4.5164397e-05,8.6999546e-07,0.00033892202,8.653377e-05,3.7806796e-05,2.4031497e-06,1.0906762e-05,0.00039278317,3.499086e-05,0.0002459522,0.9293385,0.0010387852,0.009553766,0.0001559573,2.2689499e-05,0.010365709,4.4462322e-05,3.4400902e-05,0.0022369495,5.996955e-06,1.3938964e-05,1.9983304e-06,6.5858703e-06,0.00039197266,0.00037338428,2.6819696e-05,4.555891e-06,9.8346776e-05,5.307465e-05,0.000103619626,3.7330271e-06,0.0062513556,0.0020592222,6.3491156e-05,3.154517e-05,9.762513e-06,3.013847e-05,6.822011e-06,9.407222e-06,2.0715092e-05,0.00064661616,7.2020375e-06,1.9513624e-05,1.7641628e-06,3.8647664e-07,6.1879655e-05,4.120965e-05,1.34792845e-05,0.0005708795,6.0730144e-05,0.00016550443,3.8108374e-05,0.034378257,3.02122e-05,0.0003229086,1.6148217e-05
<DATA_ROOT>/tourism_pic/test/canyon/518820a41268f177d02803dfe344bd2d.jpg,11,canyon,11,canyon,16,cliff,10,camping,True,0.00038683217,0.00018410319,7.704479e-06,0.000103125974,2.272919e-05,0.0022136008,8.498046e-05,6.5837616e-05,0.0009987591,0.00044474032,0.048605353,0.6335977,0.0001225094,0.004637661,0.000518439,0.00023877584,0.16971894,6.99614e-06,2.8360404e-05,0.03579391,2.8147055e-05,7.620483e-05,1.3056955e-05,5.4559907e-05,0.0035026807,1.17470645e-05,7.131858e-05,1.2208049e-05,0.018517079,0.00053953053,0.00094276597,1.1255649e-05,0.001257306,0.019517425,5.466929e-05,1.895279e-05,1.6571325e-05,6.2840154e-06,0.00019787249,5.1735413e-05,8.6277054e-05,0.0029641765,2.6214957e-05,0.00025318703,1.0620302e-05,1.8901075e-05,0.008030021,3.0944168e-05,4.498058e-05,0.00012285268,5.8855032e-05,0.0007707632,0.00028427845,0.043429587,0.00021179924,0.00076801016,0.00020612366
<DATA_ROOT>/tourism_pic/test/canyon/5faf18a9bbf3d40ee48c9ac26f9b4ffa.jpg,11,canyon,11,canyon,41,river,5,backpacker,True,4.2192e-05,6.599899e-05,4.9412193e-07,1.132026e-05,2.7179015e-06,0.0055457014,2.6252194e-06,2.521558e-07,0.0014409574,2.7774622e-05,0.0012853032,0.6467212,2.4733233e-06,0.00045417208,5.3902436e-06,4.27147e-06,0.002210139,1.1752034e-06,1.0833664e-05,8.329583e-06,8.9688065e-06,9.25393e-06,6.883765e-07,8.54754e-06,9.141951e-06,1.6507396e-05,8.543445e-05,1.2507093e-05,0.00012673346,1.9274526e-05,0.0007273156,5.1530737e-06,7.819357e-05,5.319427e-05,1.5242986e-05,3.0051194e-06,2.9418356e-05,1.8280135e-06,2.5476245e-05,1.2325373e-05,3.654852e-05,0.33428296,2.2681483e-05,3.7068075e-05,2.3833447e-06,3.222553e-06,0.0016861188,8.921334e-06,7.0617853e-06,8.963838e-06,1.8131781e-05,0.0005098375,0.00015230861,0.0024050025,3.2033026e-07,0.0017218096,5.1245365e-06
<DATA_ROOT>/tourism_pic/test/canyon/440f6365c189a1fd659fe152549f3fbc.jpg,11,canyon,11,canyon,32,monument,16,cliff,True,0.0001899402,2.2602544e-05,4.0026953e-06,0.008729583,9.292379e-05,8.767828e-05,1.6260232e-05,7.9685866e-05,0.0014098227,2.7880486e-05,0.0009338286,0.54800373,0.0015749921,0.06399652,0.0010486329,3.7161892e-06,0.116423525,0.00023273757,4.6514874e-06,0.0050941445,1.0252434e-05,3.6411802e-05,2.5836729e-05,4.7944477e-06,2.9788816e-05,0.0005018476,0.000114761206,1.1525867e-05,0.0020765802,0.00015495639,0.00011249699,4.274174e-05,0.20440175,0.001396183,0.0005014935,4.7862927e-06,1.0559465e-05,0.00047817174,3.9817613e-05,4.4904996e-06,3.7236125e-05,0.0007324254,1.3527392e-05,1.8153167e-05,3.7664724e-06,5.0055485e-07,0.00016156708,5.3377524e-05,2.20455e-05,0.006325549,0.00049394375,0.00012436142,2.75752e-05,0.03374754,2.5193518e-05,0.00026114436,1.5913341e-05
<DATA_ROOT>/tourism_pic/test/canyon/2441a2591db2f1af1b573739e190c1f6.jpg,11,canyon,11,canyon,16,cliff,53,valley,True,5.4984303e-05,5.1737543e-06,2.005585e-07,4.6994028e-05,9.259578e-06,2.5652851e-05,1.2633002e-06,2.4389678e-06,8.2183906e-05,1.0492227e-05,9.720622e-05,0.98110574,1.0129372e-05,0.00025767565,3.317088e-06,6.01118e-06,0.01217451,2.7983313e-06,3.652832e-06,0.00013320263,1.119398e-06,4.2049774e-06,9.1565147e-07,3.7107145e-07,9.611814e-06,2.6154092e-05,2.2285882e-05,7.992169e-07,7.646339e-05,8.290596e-06,0.00012499036,6.5083225e-07,0.00091024704,0.00047651588,4.4957458e-05,4.3518108e-07,1.785227e-05,2.6120927e-06,5.9426666e-06,5.9533763e-06,4.9004025e-06,0.00030468818,1.5354448e-05,2.645337e-06,5.71253e-07,2.80963e-07,6.897248e-05,5.4278944e-06,3.1946429e-06,2.491981e-05,1.0982994e-05,2.8712546e-05,6.470864e-06,0.0031267388,4.137918e-06,0.0006103212,8.3169825e-06
<DATA_ROOT>/tourism_pic/test/canyon/dff6b1cac584a87821d72c768bf5dddc.jpg,11,canyon,11,canyon,13,cave,53,valley,True,4.0265964e-05,2.012152e-06,4.3390938e-07,0.00015524022,3.3300825e-05,6.4322056e-05,5.0160925e-06,2.2595817e-05,0.0013175475,3.1590362e-06,0.00013941545,0.89043146,6.597945e-06,0.0732707,1.9338031e-05,5.6446943e-06,0.009232049,1.0247799e-05,1.9942386e-06,0.00012599774,6.4010516e-07,2.7615083e-06,3.7675356e-06,4.754436e-07,0.00018233423,8.402902e-05,1.5783995e-05,1.7564334e-06,0.0019096704,1.04509745e-05,3.1358504e-05,9.626691e-07,0.00032918117,4.8878046e-05,1.08657605e-05,1.0100479e-06,2.6896157e-06,2.5398124e-06,5.5067835e-06,4.504285e-06,1.5657055e-05,0.0019242114,3.4313684e-06,3.4742936e-06,1.8363341e-06,6.83674e-08,6.851332e-05,6.187429e-06,1.4148135e-06,4.4321372e-05,1.2148933e-05,1.6778404e-05,8.5319525e-06,0.018943187,3.8621417e-07,0.0014071737,6.0646353e-06
